Weapon_Name,Sub_Weapon,Special_Weapon,Class,Weapon_Img,Sub_Img,Special_Img,Class_Img,Special_Points,Last-Ditch Effort,Haunt,Stealth Jump,Thermal Ink,Opening Gambit,Object Shredder,Respawn Punisher,Drop Roller,Comeback,Tenacity,Ninja Squid,Sub Power Up,Quick Respawn,Ink Resistance Up,Swim Speed Up,Quick Super Jump,Ink Recovery Up,Sub Resistance Up,Special Power Up,Special Charge Up,Ink Saver (Sub),Ink Saver (Main),Special Saver,Run Speed Up,Intensify Action,Build_Count
Custom E-liter 4K,Squid Beakon,Kraken Royale,Charger,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/e/e6/S3_Weapon_Main_Custom_E-liter_4K.png/256px-S3_Weapon_Main_Custom_E-liter_4K.png,https://cdn.wikimg.net/en/splatoonwiki/images/f/f1/S3_Weapon_Sub_Squid_Beakon_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/c/c1/S3_Weapon_Special_Kraken_Royale.png/120px-S3_Weapon_Special_Kraken_Royale.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/a/a0/S3_Icon_Charger.png/120px-S3_Icon_Charger.png,210.0,0.25738396624472576,0.016877637130801686,0.05907172995780591,0.004219409282700422,0.004219409282700422,0.3291139240506329,0.32489451476793246,0.008438818565400843,0.004219409282700422,0.008438818565400843,0.0,6.966244725738397,0.3670886075949367,2.3797468354430378,9.388185654008439,6.2405063291139244,1.7763713080168777,1.2658227848101267,6.624472573839663,1.358649789029536,0.4050632911392405,8.814345991561181,0.5485232067510548,0.5527426160337553,0.14345991561181434,237
Custom E-liter 4K Scope,Squid Beakon,Kraken Royale,Charger,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/7/7c/S3_Weapon_Main_Custom_E-liter_4K_Scope.png/256px-S3_Weapon_Main_Custom_E-liter_4K_Scope.png,https://cdn.wikimg.net/en/splatoonwiki/images/f/f1/S3_Weapon_Sub_Squid_Beakon_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/c/c1/S3_Weapon_Special_Kraken_Royale.png/120px-S3_Weapon_Special_Kraken_Royale.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/a/a0/S3_Icon_Charger.png/120px-S3_Icon_Charger.png,210.0,0.25738396624472576,0.016877637130801686,0.02531645569620253,0.004219409282700422,0.0,0.4008438818565401,0.31223628691983124,0.008438818565400843,0.008438818565400843,0.02109704641350211,0.0,6.852320675105485,0.3037974683544304,2.329113924050633,9.421940928270041,5.843881856540085,1.8438818565400843,1.080168776371308,6.932489451476793,1.4177215189873418,0.459915611814346,8.561181434599156,0.5738396624472574,0.5654008438818565,0.26582278481012656,237
Custom Explosher,Splash Wall,Triple Splashdown,Slosher,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/6/6e/S3_Weapon_Main_Custom_Explosher.png/256px-S3_Weapon_Main_Custom_Explosher.png,https://cdn.wikimg.net/en/splatoonwiki/images/e/e8/S3_Weapon_Sub_Splash_Wall_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/b/b3/S3_Weapon_Special_Triple_Splashdown.png/120px-S3_Weapon_Special_Triple_Splashdown.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/2/2f/S3_Icon_Slosher.png/120px-S3_Icon_Slosher.png,200.0,0.46218487394957986,0.004201680672268907,0.5798319327731093,0.01680672268907563,0.004201680672268907,0.01680672268907563,0.012605042016806723,0.004201680672268907,0.12605042016806722,0.008403361344537815,0.004201680672268907,0.1134453781512605,2.773109243697479,2.7983193277310923,9.777310924369749,3.8403361344537816,2.4495798319327733,1.7605042016806722,0.8697478991596639,3.1470588235294117,0.38235294117647056,13.894957983193278,2.222689075630252,0.5378151260504201,0.037815126050420166,238
Custom Goo Tuber,Fizzy Bomb,Ultra Stamp,Charger,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/9/91/S3_Weapon_Main_Custom_Goo_Tuber.png/256px-S3_Weapon_Main_Custom_Goo_Tuber.png,https://cdn.wikimg.net/en/splatoonwiki/images/c/c4/S3_Weapon_Sub_Fizzy_Bomb_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/7/70/S3_Weapon_Special_Ultra_Stamp.png/120px-S3_Weapon_Special_Ultra_Stamp.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/a/a0/S3_Icon_Charger.png/120px-S3_Icon_Charger.png,200.0,0.4224137931034483,0.02586206896551724,0.603448275862069,0.0,0.0,0.06896551724137931,0.034482758620689655,0.02586206896551724,0.16379310344827586,0.008620689655172414,0.017241379310344827,1.2241379310344827,2.6379310344827585,2.4827586206896552,10.387931034482758,4.560344827586207,2.2241379310344827,1.7672413793103448,1.1724137931034482,3.439655172413793,5.241379310344827,3.413793103448276,2.4827586206896552,1.3448275862068966,0.9137931034482759,116
Custom Hydra Splatling,Ink Mine,Splattercolor Screen,Splatling,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/f/f6/S3_Weapon_Main_Custom_Hydra_Splatling.png/256px-S3_Weapon_Main_Custom_Hydra_Splatling.png,https://cdn.wikimg.net/en/splatoonwiki/images/9/90/S3_Weapon_Sub_Ink_Mine_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/5/5c/S3_Weapon_Special_Splattercolor_Screen.png/120px-S3_Weapon_Special_Splattercolor_Screen.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/a/af/S3_Icon_Splatling.png/120px-S3_Icon_Splatling.png,200.0,0.060240963855421686,0.0,0.10843373493975904,0.1927710843373494,0.012048192771084338,0.28313253012048195,0.10240963855421686,0.012048192771084338,0.012048192771084338,0.04819277108433735,0.006024096385542169,0.41566265060240964,0.1144578313253012,4.493975903614458,6.289156626506024,3.4879518072289155,0.5301204819277109,1.391566265060241,0.5843373493975904,1.3313253012048192,0.5481927710843374,1.8373493975903614,0.5120481927710844,23.716867469879517,3.3734939759036147,166
Custom Jet Squelcher,Toxic Mist,Ink Storm,Shooter,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/e/ed/S3_Weapon_Main_Custom_Jet_Squelcher.png/256px-S3_Weapon_Main_Custom_Jet_Squelcher.png,https://cdn.wikimg.net/en/splatoonwiki/images/6/6f/S3_Weapon_Sub_Toxic_Mist_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/6/69/S3_Weapon_Special_Ink_Storm.png/120px-S3_Weapon_Special_Ink_Storm.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/c/c8/S3_Icon_Shooter.png/120px-S3_Icon_Shooter.png,180.0,0.5252100840336135,0.008403361344537815,0.20168067226890757,0.12184873949579832,0.02100840336134454,0.35294117647058826,0.025210084033613446,0.012605042016806723,0.03361344537815126,0.0546218487394958,0.012605042016806723,0.9705882352941176,0.5042016806722689,2.508403361344538,6.016806722689076,2.76890756302521,2.6260504201680672,1.5252100840336134,1.084033613445378,8.600840336134453,2.088235294117647,4.701680672268908,1.4243697478991597,3.1050420168067228,5.378151260504202,238
Custom Range Blaster,Splat Bomb,Kraken Royale,Blaster,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/c/ce/S3_Weapon_Main_Custom_Range_Blaster.png/256px-S3_Weapon_Main_Custom_Range_Blaster.png,https://cdn.wikimg.net/en/splatoonwiki/images/8/81/S3_Weapon_Sub_Splat_Bomb_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/c/c1/S3_Weapon_Special_Kraken_Royale.png/120px-S3_Weapon_Special_Kraken_Royale.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/5/5b/S3_Icon_Blaster.png/120px-S3_Icon_Blaster.png,210.0,0.04201680672268908,0.004201680672268907,0.9243697478991597,0.0,0.07142857142857142,0.0,0.004201680672268907,0.004201680672268907,0.7436974789915967,0.0,0.004201680672268907,0.12605042016806722,13.722689075630251,2.7478991596638656,2.5672268907563027,4.1722689075630255,0.40336134453781514,1.7016806722689075,0.8865546218487395,0.40336134453781514,0.46218487394957986,0.9453781512605042,1.550420168067227,0.15126050420168066,9.176470588235293,238
Custom Splattershot Jr.,Torpedo,Wave Breaker,Shooter,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/d/df/S3_Weapon_Main_Custom_Splattershot_Jr..png/256px-S3_Weapon_Main_Custom_Splattershot_Jr..png,https://cdn.wikimg.net/en/splatoonwiki/images/0/06/S3_Weapon_Sub_Torpedo_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/6/67/S3_Weapon_Special_Wave_Breaker.png/120px-S3_Weapon_Special_Wave_Breaker.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/c/c8/S3_Icon_Shooter.png/120px-S3_Icon_Shooter.png,190.0,0.5242290748898678,0.00881057268722467,0.41409691629955947,0.004405286343612335,0.01762114537444934,0.04405286343612335,0.00881057268722467,0.013215859030837005,0.06607929515418502,0.00881057268722467,0.07048458149779736,3.392070484581498,1.3832599118942732,1.9559471365638768,6.105726872246696,2.6299559471365637,2.8193832599118944,1.5154185022026432,2.682819383259912,6.951541850220265,11.343612334801762,0.9559471365638766,1.9691629955947136,0.6872246696035242,0.801762114537445,227
Custom Wellstring V,Point Sensor,Wave Breaker,Stringer,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/4/40/S3_Weapon_Main_Custom_Wellstring_V.png/256px-S3_Weapon_Main_Custom_Wellstring_V.png,https://cdn.wikimg.net/en/splatoonwiki/images/d/dd/S3_Weapon_Sub_Point_Sensor_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/6/67/S3_Weapon_Special_Wave_Breaker.png/120px-S3_Weapon_Special_Wave_Breaker.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/6/60/S3_Icon_Stringer.png/120px-S3_Icon_Stringer.png,200.0,0.675,0.008333333333333333,0.4,0.09166666666666666,0.029166666666666667,0.375,0.0125,0.008333333333333333,0.0375,0.004166666666666667,0.004166666666666667,4.775,0.7666666666666667,2.975,8.141666666666667,3.529166666666667,1.1291666666666667,1.725,1.7708333333333333,1.5958333333333334,0.575,4.566666666666666,1.125,7.633333333333334,0.23333333333333334,240
Dapple Dualies,Squid Beakon,Tacticooler,Dualie,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/5/54/S3_Weapon_Main_Dapple_Dualies.png/256px-S3_Weapon_Main_Dapple_Dualies.png,https://cdn.wikimg.net/en/splatoonwiki/images/f/f1/S3_Weapon_Sub_Squid_Beakon_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/c/c0/S3_Weapon_Special_Tacticooler.png/120px-S3_Weapon_Special_Tacticooler.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/b/b5/S3_Icon_Dualie.png/120px-S3_Icon_Dualie.png,170.0,0.025974025974025976,0.008658008658008658,0.6277056277056277,0.0,0.021645021645021644,0.10822510822510822,0.030303030303030304,0.012987012987012988,0.5584415584415584,0.021645021645021644,0.06926406926406926,8.017316017316018,5.640692640692641,2.103896103896104,5.0562770562770565,3.051948051948052,0.5238095238095238,1.0043290043290043,5.121212121212121,5.809523809523809,0.6060606060606061,0.70995670995671,3.238095238095238,0.6406926406926406,0.6277056277056277,231
Dapple Dualies Nouveau,Torpedo,Reefslider,Dualie,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/e/e1/S3_Weapon_Main_Dapple_Dualies_Nouveau.png/256px-S3_Weapon_Main_Dapple_Dualies_Nouveau.png,https://cdn.wikimg.net/en/splatoonwiki/images/0/06/S3_Weapon_Sub_Torpedo_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/1/10/S3_Weapon_Special_Reefslider.png/120px-S3_Weapon_Special_Reefslider.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/b/b5/S3_Icon_Dualie.png/120px-S3_Icon_Dualie.png,190.0,0.02100840336134454,0.025210084033613446,0.8823529411764706,0.004201680672268907,0.025210084033613446,0.029411764705882353,0.008403361344537815,0.029411764705882353,0.6932773109243697,0.004201680672268907,0.07142857142857142,0.25210084033613445,14.109243697478991,2.4201680672268906,7.042016806722689,4.638655462184874,0.3277310924369748,1.4075630252100841,2.676470588235294,0.4957983193277311,1.2521008403361344,0.8529411764705882,2.0210084033613445,0.5672268907563025,0.9957983193277311,238
Dark Tetra Dualies,Autobomb,Reefslider,Dualie,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/c/c9/S3_Weapon_Main_Dark_Tetra_Dualies.png/256px-S3_Weapon_Main_Dark_Tetra_Dualies.png,https://cdn.wikimg.net/en/splatoonwiki/images/6/6d/S3_Weapon_Sub_Autobomb_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/1/10/S3_Weapon_Special_Reefslider.png/120px-S3_Weapon_Special_Reefslider.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/b/b5/S3_Icon_Dualie.png/120px-S3_Icon_Dualie.png,200.0,0.004219409282700422,0.0759493670886076,0.9578059071729957,0.008438818565400843,0.012658227848101266,0.008438818565400843,0.0,0.008438818565400843,0.3080168776371308,0.008438818565400843,0.03375527426160337,0.0379746835443038,27.827004219409282,1.6582278481012658,1.540084388185654,5.341772151898734,0.1308016877637131,1.0506329113924051,2.5147679324894514,0.2489451476793249,0.20675105485232068,0.4345991561181435,1.4725738396624473,0.09282700421940929,0.18143459915611815,237
Douser Dualies FF,Ink Mine,Killer Wail 5.1,Dualie,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/2/2c/S3_Weapon_Main_Douser_Dualies_FF.png/256px-S3_Weapon_Main_Douser_Dualies_FF.png,https://cdn.wikimg.net/en/splatoonwiki/images/9/90/S3_Weapon_Sub_Ink_Mine_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/1/1a/S3_Weapon_Special_Killer_Wail_5.1.png/120px-S3_Weapon_Special_Killer_Wail_5.1.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/b/b5/S3_Icon_Dualie.png/120px-S3_Icon_Dualie.png,190.0,0.07172995780590717,0.012658227848101266,0.8354430379746836,0.0379746835443038,0.03375527426160337,0.029535864978902954,0.0,0.004219409282700422,0.5485232067510548,0.016877637130801686,0.004219409282700422,0.8734177215189873,2.2447257383966246,2.8565400843881856,5.30379746835443,3.3628691983122363,0.9409282700421941,0.9915611814345991,0.540084388185654,3.3037974683544302,0.2911392405063291,5.168776371308017,2.19831223628692,8.890295358649789,4.084388185654008,237
Dread Wringer,Suction Bomb,Reefslider,Slosher,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/6/6c/S3_Weapon_Main_Dread_Wringer.png/256px-S3_Weapon_Main_Dread_Wringer.png,https://cdn.wikimg.net/en/splatoonwiki/images/f/f2/S3_Weapon_Sub_Suction_Bomb_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/1/10/S3_Weapon_Special_Reefslider.png/120px-S3_Weapon_Special_Reefslider.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/2/2f/S3_Icon_Slosher.png/120px-S3_Icon_Slosher.png,190.0,0.5333333333333333,0.0,0.9083333333333333,0.0125,0.0,0.004166666666666667,0.004166666666666667,0.0125,0.32083333333333336,0.0,0.008333333333333333,0.17916666666666667,3.6125,1.8,5.416666666666667,5.304166666666666,0.425,1.8666666666666667,13.0125,1.275,1.2083333333333333,3.675,1.0166666666666666,0.0125,0.15416666666666667,240
Dread Wringer D,Squid Beakon,Wave Breaker,Slosher,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/d/d2/S3_Weapon_Main_Dread_Wringer_D.png/256px-S3_Weapon_Main_Dread_Wringer_D.png,https://cdn.wikimg.net/en/splatoonwiki/images/f/f1/S3_Weapon_Sub_Squid_Beakon_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/6/67/S3_Weapon_Special_Wave_Breaker.png/120px-S3_Weapon_Special_Wave_Breaker.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/2/2f/S3_Icon_Slosher.png/120px-S3_Icon_Slosher.png,190.0,0.13529411764705881,0.0058823529411764705,0.7470588235294118,0.023529411764705882,0.011764705882352941,0.011764705882352941,0.0,0.023529411764705882,0.43529411764705883,0.011764705882352941,0.0058823529411764705,8.458823529411765,5.141176470588236,2.4235294117647057,7.952941176470588,3.5294117647058822,1.7,1.488235294117647,2.1941176470588237,2.0058823529411764,0.7058823529411765,5.0058823529411764,1.7411764705882353,0.37058823529411766,0.16470588235294117,170
Dualie Squelchers,Splat Bomb,Wave Breaker,Dualie,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/5/5a/S3_Weapon_Main_Dualie_Squelchers.png/256px-S3_Weapon_Main_Dualie_Squelchers.png,https://cdn.wikimg.net/en/splatoonwiki/images/8/81/S3_Weapon_Sub_Splat_Bomb_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/6/67/S3_Weapon_Special_Wave_Breaker.png/120px-S3_Weapon_Special_Wave_Breaker.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/b/b5/S3_Icon_Dualie.png/120px-S3_Icon_Dualie.png,200.0,0.1297071129707113,0.016736401673640166,0.9330543933054394,0.05439330543933055,0.13807531380753138,0.008368200836820083,0.0,0.012552301255230125,0.6527196652719666,0.0041841004184100415,0.0,0.26778242677824265,11.00418410041841,2.8912133891213387,4.828451882845188,4.594142259414226,0.5606694560669456,1.4309623430962344,0.29707112970711297,0.2510460251046025,0.7615062761506276,4.7238493723849375,0.6778242677824268,0.40585774058577406,4.807531380753138,239
Dynamo Roller,Sprinkler,Tacticooler,Roller,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/5/5e/S3_Weapon_Main_Dynamo_Roller.png/256px-S3_Weapon_Main_Dynamo_Roller.png,https://cdn.wikimg.net/en/splatoonwiki/images/d/de/S3_Weapon_Sub_Sprinkler_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/c/c0/S3_Weapon_Special_Tacticooler.png/120px-S3_Weapon_Special_Tacticooler.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/f/fb/S3_Icon_Roller.png/120px-S3_Icon_Roller.png,190.0,0.17083333333333334,0.0,0.8083333333333333,0.0125,0.004166666666666667,0.0125,0.0125,0.008333333333333333,0.43333333333333335,0.004166666666666667,0.05416666666666667,0.17916666666666667,3.0458333333333334,2.5375,6.483333333333333,3.775,1.0625,1.475,4.670833333333333,6.004166666666666,0.575,9.420833333333333,1.7625,0.5458333333333333,0.25416666666666665,240
E-liter 4K,Ink Mine,Wave Breaker,Charger,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/1/10/S3_Weapon_Main_E-liter_4K.png/256px-S3_Weapon_Main_E-liter_4K.png,https://cdn.wikimg.net/en/splatoonwiki/images/9/90/S3_Weapon_Sub_Ink_Mine_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/6/67/S3_Weapon_Special_Wave_Breaker.png/120px-S3_Weapon_Special_Wave_Breaker.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/a/a0/S3_Icon_Charger.png/120px-S3_Icon_Charger.png,210.0,0.5899581589958159,0.016736401673640166,0.05439330543933055,0.0,0.0041841004184100415,0.5774058577405857,0.7280334728033473,0.016736401673640166,0.012552301255230125,0.012552301255230125,0.008368200836820083,0.4476987447698745,0.19665271966527198,2.719665271966527,10.476987447698745,6.00418410041841,2.1631799163179917,1.7196652719665273,0.6485355648535565,1.3389121338912133,0.4811715481171548,9.485355648535565,0.4686192468619247,0.497907949790795,0.14225941422594143,239
E-liter 4K Scope,Ink Mine,Wave Breaker,Charger,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/e/eb/S3_Weapon_Main_E-liter_4K_Scope.png/256px-S3_Weapon_Main_E-liter_4K_Scope.png,https://cdn.wikimg.net/en/splatoonwiki/images/9/90/S3_Weapon_Sub_Ink_Mine_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/6/67/S3_Weapon_Special_Wave_Breaker.png/120px-S3_Weapon_Special_Wave_Breaker.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/a/a0/S3_Icon_Charger.png/120px-S3_Icon_Charger.png,210.0,0.5021097046413502,0.0379746835443038,0.0379746835443038,0.0,0.012658227848101266,0.6118143459915611,0.7510548523206751,0.008438818565400843,0.012658227848101266,0.029535864978902954,0.004219409282700422,0.46835443037974683,0.48523206751054854,2.6877637130801686,9.995780590717299,5.793248945147679,2.430379746835443,1.7130801687763713,0.5274261603375527,1.1434599156118144,0.41350210970464135,9.79746835443038,0.45569620253164556,0.7805907172995781,0.22362869198312235,237
Enperry Splat Dualies,Curling Bomb,Triple Splashdown,Dualie,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/4/46/S3_Weapon_Main_Enperry_Splat_Dualies.png/256px-S3_Weapon_Main_Enperry_Splat_Dualies.png,https://cdn.wikimg.net/en/splatoonwiki/images/1/11/S3_Weapon_Sub_Curling_Bomb_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/b/b3/S3_Weapon_Special_Triple_Splashdown.png/120px-S3_Weapon_Special_Triple_Splashdown.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/b/b5/S3_Icon_Dualie.png/120px-S3_Icon_Dualie.png,190.0,0.025210084033613446,0.03361344537815126,0.819327731092437,0.008403361344537815,0.029411764705882353,0.0,0.012605042016806723,0.037815126050420166,0.6764705882352942,0.01680672268907563,0.10504201680672269,0.24369747899159663,13.701680672268907,2.6218487394957983,6.69327731092437,4.19327731092437,0.8151260504201681,1.3109243697478992,1.1512605042016806,1.8865546218487395,0.6302521008403361,1.4327731092436975,2.3949579831932772,0.5462184873949579,1.73109243697479,238
Explosher,Point Sensor,Ink Storm,Slosher,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/d/de/S3_Weapon_Main_Explosher.png/256px-S3_Weapon_Main_Explosher.png,https://cdn.wikimg.net/en/splatoonwiki/images/d/dd/S3_Weapon_Sub_Point_Sensor_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/6/69/S3_Weapon_Special_Ink_Storm.png/120px-S3_Weapon_Special_Ink_Storm.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/2/2f/S3_Icon_Slosher.png/120px-S3_Icon_Slosher.png,200.0,0.4661016949152542,0.00847457627118644,0.3220338983050847,0.01694915254237288,0.00847457627118644,0.01694915254237288,0.01694915254237288,0.00847457627118644,0.03389830508474576,0.012711864406779662,0.0,0.3940677966101695,0.711864406779661,3.6186440677966103,10.148305084745763,3.5211864406779663,2.9491525423728815,1.7796610169491525,0.461864406779661,2.7415254237288136,0.3728813559322034,18.60169491525424,1.521186440677966,0.9788135593220338,0.08898305084745763,236
Flingza Roller,Ink Mine,Tenta Missiles,Roller,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/d/d2/S3_Weapon_Main_Flingza_Roller.png/256px-S3_Weapon_Main_Flingza_Roller.png,https://cdn.wikimg.net/en/splatoonwiki/images/9/90/S3_Weapon_Sub_Ink_Mine_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/3/3b/S3_Weapon_Special_Tenta_Missiles.png/120px-S3_Weapon_Special_Tenta_Missiles.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/f/fb/S3_Icon_Roller.png/120px-S3_Icon_Roller.png,210.0,0.4721030042918455,0.008583690987124463,0.43776824034334766,0.017167381974248927,0.008583690987124463,0.012875536480686695,0.008583690987124463,0.02575107296137339,0.0815450643776824,0.03862660944206009,0.26609442060085836,0.7854077253218884,0.7553648068669528,2.128755364806867,6.090128755364807,3.2489270386266096,2.218884120171674,1.4206008583690988,3.0643776824034337,13.562231759656653,0.5150214592274678,6.875536480686695,1.8841201716738198,0.6351931330472103,0.03862660944206009,233
Foil Flingza Roller,Suction Bomb,Splattercolor Screen,Roller,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/8/8c/S3_Weapon_Main_Foil_Flingza_Roller.png/256px-S3_Weapon_Main_Foil_Flingza_Roller.png,https://cdn.wikimg.net/en/splatoonwiki/images/f/f2/S3_Weapon_Sub_Suction_Bomb_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/5/5c/S3_Weapon_Special_Splattercolor_Screen.png/120px-S3_Weapon_Special_Splattercolor_Screen.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/f/fb/S3_Icon_Roller.png/120px-S3_Icon_Roller.png,200.0,0.5087719298245614,0.008771929824561403,0.6754385964912281,0.008771929824561403,0.0,0.017543859649122806,0.008771929824561403,0.0,0.21052631578947367,0.0,0.5087719298245614,1.087719298245614,0.6842105263157895,2.4298245614035086,9.728070175438596,3.3333333333333335,1.3421052631578947,1.763157894736842,0.6403508771929824,4.368421052631579,4.535087719298246,5.140350877192983,2.3421052631578947,0.10526315789473684,0.02631578947368421,114
Foil Squeezer,Autobomb,Splattercolor Screen,Shooter,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/4/49/S3_Weapon_Main_Foil_Squeezer.png/256px-S3_Weapon_Main_Foil_Squeezer.png,https://cdn.wikimg.net/en/splatoonwiki/images/6/6d/S3_Weapon_Sub_Autobomb_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/5/5c/S3_Weapon_Special_Splattercolor_Screen.png/120px-S3_Weapon_Special_Splattercolor_Screen.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/c/c8/S3_Icon_Shooter.png/120px-S3_Icon_Shooter.png,190.0,0.125,0.0,0.975,0.1,0.075,0.004166666666666667,0.0,0.0,0.4,0.004166666666666667,0.0,0.075,1.5041666666666667,4.179166666666666,11.504166666666666,3.775,1.2041666666666666,1.6875,0.3875,1.55,0.5166666666666667,1.7,1.6,10.408333333333333,0.075,240
Forge Splattershot Pro,Suction Bomb,Booyah Bomb,Shooter,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/d/d8/S3_Weapon_Main_Forge_Splattershot_Pro.png/256px-S3_Weapon_Main_Forge_Splattershot_Pro.png,https://cdn.wikimg.net/en/splatoonwiki/images/f/f2/S3_Weapon_Sub_Suction_Bomb_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/0/00/S3_Weapon_Special_Booyah_Bomb.png/120px-S3_Weapon_Special_Booyah_Bomb.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/c/c8/S3_Icon_Shooter.png/120px-S3_Icon_Shooter.png,200.0,0.35294117647058826,0.004201680672268907,0.8235294117647058,0.02100840336134454,0.01680672268907563,0.01680672268907563,0.0,0.025210084033613446,0.42016806722689076,0.008403361344537815,0.029411764705882353,0.2815126050420168,1.0714285714285714,2.8823529411764706,8.714285714285714,3.042016806722689,1.2647058823529411,1.8235294117647058,0.6218487394957983,5.722689075630252,0.819327731092437,4.697478991596639,1.8781512605042017,1.3739495798319328,5.621848739495798,238
