Weapon_Name,Sub_Weapon,Special_Weapon,Class,Weapon_Img,Sub_Img,Special_Img,Class_Img,Special_Points,Opening Gambit,Last-Ditch Effort,Ninja Squid,Respawn Punisher,Haunt,Tenacity,Thermal Ink,Object Shredder,Drop Roller,Stealth Jump,Comeback,Special Saver,Quick Super Jump,Sub Power Up,Ink Recovery Up,Special Charge Up,Ink Saver (Main),Intensify Action,Swim Speed Up,Ink Saver (Sub),Special Power Up,Ink Resistance Up,Quick Respawn,Sub Resistance Up,Run Speed Up,Build_Count
Custom E-liter 4K,Squid Beakon,Kraken Royale,Charger,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/e/e6/S3_Weapon_Main_Custom_E-liter_4K.png/256px-S3_Weapon_Main_Custom_E-liter_4K.png,https://cdn.wikimg.net/en/splatoonwiki/images/f/f1/S3_Weapon_Sub_Squid_Beakon_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/c/c1/S3_Weapon_Special_Kraken_Royale.png/120px-S3_Weapon_Special_Kraken_Royale.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/a/a0/S3_Icon_Charger.png/120px-S3_Icon_Charger.png,210.0,0.004219409282700422,0.25738396624472576,0.0,0.32489451476793246,0.016877637130801686,0.008438818565400843,0.004219409282700422,0.3291139240506329,0.008438818565400843,0.05907172995780591,0.004219409282700422,0.5485232067510548,6.2405063291139244,6.966244725738397,1.7763713080168777,1.358649789029536,8.810126582278482,0.14345991561181434,9.430379746835444,0.3924050632911392,6.6118143459915615,2.3797468354430378,0.3670886075949367,1.2531645569620253,0.5527426160337553,237
Custom E-liter 4K Scope,Squid Beakon,Kraken Royale,Charger,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/7/7c/S3_Weapon_Main_Custom_E-liter_4K_Scope.png/256px-S3_Weapon_Main_Custom_E-liter_4K_Scope.png,https://cdn.wikimg.net/en/splatoonwiki/images/f/f1/S3_Weapon_Sub_Squid_Beakon_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/c/c1/S3_Weapon_Special_Kraken_Royale.png/120px-S3_Weapon_Special_Kraken_Royale.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/a/a0/S3_Icon_Charger.png/120px-S3_Icon_Charger.png,210.0,0.0,0.25738396624472576,0.0,0.31223628691983124,0.016877637130801686,0.02109704641350211,0.004219409282700422,0.4008438818565401,0.008438818565400843,0.02531645569620253,0.008438818565400843,0.5738396624472574,5.843881856540085,6.852320675105485,1.8438818565400843,1.4177215189873418,8.561181434599156,0.26582278481012656,9.421940928270041,0.459915611814346,6.932489451476793,2.329113924050633,0.3037974683544304,1.080168776371308,0.5654008438818565,237
Custom Explosher,Splash Wall,Triple Splashdown,Slosher,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/6/6e/S3_Weapon_Main_Custom_Explosher.png/256px-S3_Weapon_Main_Custom_Explosher.png,https://cdn.wikimg.net/en/splatoonwiki/images/e/e8/S3_Weapon_Sub_Splash_Wall_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/b/b3/S3_Weapon_Special_Triple_Splashdown.png/120px-S3_Weapon_Special_Triple_Splashdown.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/2/2f/S3_Icon_Slosher.png/120px-S3_Icon_Slosher.png,200.0,0.004201680672268907,0.46218487394957986,0.004201680672268907,0.012605042016806723,0.004201680672268907,0.008403361344537815,0.01680672268907563,0.01680672268907563,0.004201680672268907,0.5798319327731093,0.12605042016806722,2.222689075630252,3.8403361344537816,0.1134453781512605,2.4495798319327733,3.1470588235294117,13.894957983193278,0.037815126050420166,9.777310924369749,0.38235294117647056,0.8697478991596639,2.7983193277310923,2.773109243697479,1.7605042016806722,0.5378151260504201,238
Custom Goo Tuber,Fizzy Bomb,Ultra Stamp,Charger,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/9/91/S3_Weapon_Main_Custom_Goo_Tuber.png/256px-S3_Weapon_Main_Custom_Goo_Tuber.png,https://cdn.wikimg.net/en/splatoonwiki/images/c/c4/S3_Weapon_Sub_Fizzy_Bomb_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/7/70/S3_Weapon_Special_Ultra_Stamp.png/120px-S3_Weapon_Special_Ultra_Stamp.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/a/a0/S3_Icon_Charger.png/120px-S3_Icon_Charger.png,200.0,0.0,0.4224137931034483,0.017241379310344827,0.034482758620689655,0.02586206896551724,0.008620689655172414,0.0,0.06896551724137931,0.02586206896551724,0.603448275862069,0.16379310344827586,2.4827586206896552,4.560344827586207,1.2241379310344827,2.2241379310344827,3.439655172413793,3.413793103448276,0.9137931034482759,10.387931034482758,5.241379310344827,1.1724137931034482,2.4827586206896552,2.6379310344827585,1.7672413793103448,1.3448275862068966,116
Custom Hydra Splatling,Ink Mine,Splattercolor Screen,Splatling,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/f/f6/S3_Weapon_Main_Custom_Hydra_Splatling.png/256px-S3_Weapon_Main_Custom_Hydra_Splatling.png,https://cdn.wikimg.net/en/splatoonwiki/images/9/90/S3_Weapon_Sub_Ink_Mine_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/5/5c/S3_Weapon_Special_Splattercolor_Screen.png/120px-S3_Weapon_Special_Splattercolor_Screen.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/a/af/S3_Icon_Splatling.png/120px-S3_Icon_Splatling.png,200.0,0.012121212121212121,0.06060606060606061,0.006060606060606061,0.10303030303030303,0.0,0.048484848484848485,0.19393939393939394,0.28484848484848485,0.012121212121212121,0.10909090909090909,0.012121212121212121,0.5151515151515151,3.4909090909090907,0.41818181818181815,0.5151515151515151,1.3393939393939394,1.8484848484848484,3.3575757575757574,6.266666666666667,0.5515151515151515,0.5878787878787879,4.484848484848484,0.11515151515151516,1.4,23.684848484848484,165
Custom Jet Squelcher,Toxic Mist,Ink Storm,Shooter,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/e/ed/S3_Weapon_Main_Custom_Jet_Squelcher.png/256px-S3_Weapon_Main_Custom_Jet_Squelcher.png,https://cdn.wikimg.net/en/splatoonwiki/images/6/6f/S3_Weapon_Sub_Toxic_Mist_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/6/69/S3_Weapon_Special_Ink_Storm.png/120px-S3_Weapon_Special_Ink_Storm.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/c/c8/S3_Icon_Shooter.png/120px-S3_Icon_Shooter.png,180.0,0.02100840336134454,0.5252100840336135,0.012605042016806723,0.025210084033613446,0.008403361344537815,0.0546218487394958,0.12184873949579832,0.36134453781512604,0.012605042016806723,0.19747899159663865,0.03361344537815126,1.449579831932773,2.76890756302521,0.9453781512605042,2.600840336134454,8.596638655462185,4.689075630252101,5.394957983193278,6.025210084033613,2.0756302521008405,1.0588235294117647,2.5210084033613445,0.5042016806722689,1.5252100840336134,3.1050420168067228,238
Custom Range Blaster,Splat Bomb,Kraken Royale,Blaster,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/c/ce/S3_Weapon_Main_Custom_Range_Blaster.png/256px-S3_Weapon_Main_Custom_Range_Blaster.png,https://cdn.wikimg.net/en/splatoonwiki/images/8/81/S3_Weapon_Sub_Splat_Bomb_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/c/c1/S3_Weapon_Special_Kraken_Royale.png/120px-S3_Weapon_Special_Kraken_Royale.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/5/5b/S3_Icon_Blaster.png/120px-S3_Icon_Blaster.png,210.0,0.07563025210084033,0.037815126050420166,0.004201680672268907,0.004201680672268907,0.004201680672268907,0.0,0.0,0.0,0.004201680672268907,0.9243697478991597,0.7436974789915967,1.588235294117647,4.159663865546219,0.12605042016806722,0.41596638655462187,0.40336134453781514,0.9747899159663865,9.138655462184873,2.542016806722689,0.4495798319327731,0.9117647058823529,2.7478991596638656,13.731092436974789,1.6764705882352942,0.15126050420168066,238
Custom Splattershot Jr.,Torpedo,Wave Breaker,Shooter,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/d/df/S3_Weapon_Main_Custom_Splattershot_Jr..png/256px-S3_Weapon_Main_Custom_Splattershot_Jr..png,https://cdn.wikimg.net/en/splatoonwiki/images/0/06/S3_Weapon_Sub_Torpedo_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/6/67/S3_Weapon_Special_Wave_Breaker.png/120px-S3_Weapon_Special_Wave_Breaker.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/c/c8/S3_Icon_Shooter.png/120px-S3_Icon_Shooter.png,190.0,0.01762114537444934,0.5242290748898678,0.07048458149779736,0.00881057268722467,0.00881057268722467,0.00881057268722467,0.004405286343612335,0.04405286343612335,0.013215859030837005,0.41409691629955947,0.06607929515418502,1.9691629955947136,2.6299559471365637,3.392070484581498,2.8193832599118944,6.951541850220265,0.9559471365638766,0.801762114537445,6.105726872246696,11.343612334801762,2.682819383259912,1.9559471365638768,1.3832599118942732,1.5154185022026432,0.6872246696035242,227
Custom Wellstring V,Point Sensor,Wave Breaker,Stringer,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/4/40/S3_Weapon_Main_Custom_Wellstring_V.png/256px-S3_Weapon_Main_Custom_Wellstring_V.png,https://cdn.wikimg.net/en/splatoonwiki/images/d/dd/S3_Weapon_Sub_Point_Sensor_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/6/67/S3_Weapon_Special_Wave_Breaker.png/120px-S3_Weapon_Special_Wave_Breaker.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/6/60/S3_Icon_Stringer.png/120px-S3_Icon_Stringer.png,200.0,0.029166666666666667,0.675,0.004166666666666667,0.0125,0.008333333333333333,0.004166666666666667,0.09166666666666666,0.37916666666666665,0.008333333333333333,0.3958333333333333,0.0375,1.15,3.529166666666667,4.7375,1.1291666666666667,1.5958333333333334,4.566666666666666,0.23333333333333334,8.125,0.575,1.7708333333333333,2.975,0.7666666666666667,1.725,7.6625,240
Dapple Dualies,Squid Beakon,Tacticooler,Dualie,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/5/54/S3_Weapon_Main_Dapple_Dualies.png/256px-S3_Weapon_Main_Dapple_Dualies.png,https://cdn.wikimg.net/en/splatoonwiki/images/f/f1/S3_Weapon_Sub_Squid_Beakon_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/c/c0/S3_Weapon_Special_Tacticooler.png/120px-S3_Weapon_Special_Tacticooler.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/b/b5/S3_Icon_Dualie.png/120px-S3_Icon_Dualie.png,170.0,0.021645021645021644,0.025974025974025976,0.06926406926406926,0.030303030303030304,0.008658008658008658,0.021645021645021644,0.0,0.10822510822510822,0.012987012987012988,0.6277056277056277,0.5584415584415584,3.238095238095238,3.051948051948052,8.017316017316018,0.5238095238095238,5.809523809523809,0.70995670995671,0.6277056277056277,5.0562770562770565,0.6060606060606061,5.121212121212121,2.103896103896104,5.640692640692641,1.0043290043290043,0.6406926406926406,231
Dapple Dualies Nouveau,Torpedo,Reefslider,Dualie,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/e/e1/S3_Weapon_Main_Dapple_Dualies_Nouveau.png/256px-S3_Weapon_Main_Dapple_Dualies_Nouveau.png,https://cdn.wikimg.net/en/splatoonwiki/images/0/06/S3_Weapon_Sub_Torpedo_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/1/10/S3_Weapon_Special_Reefslider.png/120px-S3_Weapon_Special_Reefslider.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/b/b5/S3_Icon_Dualie.png/120px-S3_Icon_Dualie.png,190.0,0.025210084033613446,0.02100840336134454,0.07142857142857142,0.008403361344537815,0.025210084033613446,0.004201680672268907,0.004201680672268907,0.029411764705882353,0.029411764705882353,0.8823529411764706,0.6890756302521008,1.995798319327731,4.588235294117647,0.3319327731092437,0.3277310924369748,0.4957983193277311,0.8529411764705882,0.9957983193277311,7.079831932773109,1.3319327731092436,2.5840336134453783,2.3949579831932772,14.159663865546218,1.3949579831932772,0.5672268907563025,238
Dark Tetra Dualies,Autobomb,Reefslider,Dualie,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/c/c9/S3_Weapon_Main_Dark_Tetra_Dualies.png/256px-S3_Weapon_Main_Dark_Tetra_Dualies.png,https://cdn.wikimg.net/en/splatoonwiki/images/6/6d/S3_Weapon_Sub_Autobomb_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/1/10/S3_Weapon_Special_Reefslider.png/120px-S3_Weapon_Special_Reefslider.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/b/b5/S3_Icon_Dualie.png/120px-S3_Icon_Dualie.png,200.0,0.012658227848101266,0.004219409282700422,0.03375527426160337,0.0,0.0759493670886076,0.008438818565400843,0.008438818565400843,0.008438818565400843,0.008438818565400843,0.9578059071729957,0.3080168776371308,1.4725738396624473,5.341772151898734,0.0379746835443038,0.1308016877637131,0.2489451476793249,0.4345991561181435,0.18143459915611815,1.540084388185654,0.20675105485232068,2.5147679324894514,1.6582278481012658,27.827004219409282,1.0506329113924051,0.09282700421940929,237
Douser Dualies FF,Ink Mine,Killer Wail 5.1,Dualie,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/2/2c/S3_Weapon_Main_Douser_Dualies_FF.png/256px-S3_Weapon_Main_Douser_Dualies_FF.png,https://cdn.wikimg.net/en/splatoonwiki/images/9/90/S3_Weapon_Sub_Ink_Mine_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/1/1a/S3_Weapon_Special_Killer_Wail_5.1.png/120px-S3_Weapon_Special_Killer_Wail_5.1.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/b/b5/S3_Icon_Dualie.png/120px-S3_Icon_Dualie.png,190.0,0.03375527426160337,0.07172995780590717,0.004219409282700422,0.0,0.012658227848101266,0.016877637130801686,0.0379746835443038,0.029535864978902954,0.004219409282700422,0.8354430379746836,0.5485232067510548,2.19831223628692,3.3628691983122363,0.8734177215189873,0.9409282700421941,3.3037974683544302,5.168776371308017,4.084388185654008,5.30379746835443,0.2911392405063291,0.540084388185654,2.8565400843881856,2.2447257383966246,0.9915611814345991,8.890295358649789,237
Dread Wringer,Suction Bomb,Reefslider,Slosher,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/6/6c/S3_Weapon_Main_Dread_Wringer.png/256px-S3_Weapon_Main_Dread_Wringer.png,https://cdn.wikimg.net/en/splatoonwiki/images/f/f2/S3_Weapon_Sub_Suction_Bomb_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/1/10/S3_Weapon_Special_Reefslider.png/120px-S3_Weapon_Special_Reefslider.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/2/2f/S3_Icon_Slosher.png/120px-S3_Icon_Slosher.png,190.0,0.0,0.5458333333333333,0.008333333333333333,0.004166666666666667,0.0,0.0,0.0125,0.004166666666666667,0.008333333333333333,0.9125,0.31666666666666665,1.0416666666666667,5.3,0.17916666666666667,0.3625,1.2625,3.620833333333333,0.15416666666666667,5.4,1.1041666666666667,13.129166666666666,1.75,3.6666666666666665,1.8916666666666666,0.0125,240
Dread Wringer D,Squid Beakon,Wave Breaker,Slosher,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/d/d2/S3_Weapon_Main_Dread_Wringer_D.png/256px-S3_Weapon_Main_Dread_Wringer_D.png,https://cdn.wikimg.net/en/splatoonwiki/images/f/f1/S3_Weapon_Sub_Squid_Beakon_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/6/67/S3_Weapon_Special_Wave_Breaker.png/120px-S3_Weapon_Special_Wave_Breaker.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/2/2f/S3_Icon_Slosher.png/120px-S3_Icon_Slosher.png,190.0,0.011695906432748537,0.13450292397660818,0.005847953216374269,0.0,0.005847953216374269,0.011695906432748537,0.023391812865497075,0.011695906432748537,0.023391812865497075,0.7426900584795322,0.43859649122807015,1.7309941520467835,3.508771929824561,8.485380116959064,1.6900584795321638,1.9941520467836258,5.011695906432749,0.16374269005847952,7.906432748538012,0.7017543859649122,2.181286549707602,2.409356725146199,5.2748538011695905,1.4795321637426901,0.3684210526315789,171
Dualie Squelchers,Splat Bomb,Wave Breaker,Dualie,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/5/5a/S3_Weapon_Main_Dualie_Squelchers.png/256px-S3_Weapon_Main_Dualie_Squelchers.png,https://cdn.wikimg.net/en/splatoonwiki/images/8/81/S3_Weapon_Sub_Splat_Bomb_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/6/67/S3_Weapon_Special_Wave_Breaker.png/120px-S3_Weapon_Special_Wave_Breaker.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/b/b5/S3_Icon_Dualie.png/120px-S3_Icon_Dualie.png,200.0,0.13807531380753138,0.1297071129707113,0.0,0.0,0.016736401673640166,0.0041841004184100415,0.05439330543933055,0.008368200836820083,0.012552301255230125,0.9330543933054394,0.6527196652719666,0.6778242677824268,4.594142259414226,0.25523012552301255,0.5606694560669456,0.2510460251046025,4.698744769874477,4.820083682008368,4.853556485355648,0.7740585774058577,0.29707112970711297,2.8912133891213387,11.00418410041841,1.4184100418410042,0.40585774058577406,239
Dynamo Roller,Sprinkler,Tacticooler,Roller,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/5/5e/S3_Weapon_Main_Dynamo_Roller.png/256px-S3_Weapon_Main_Dynamo_Roller.png,https://cdn.wikimg.net/en/splatoonwiki/images/d/de/S3_Weapon_Sub_Sprinkler_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/c/c0/S3_Weapon_Special_Tacticooler.png/120px-S3_Weapon_Special_Tacticooler.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/f/fb/S3_Icon_Roller.png/120px-S3_Icon_Roller.png,190.0,0.004166666666666667,0.17083333333333334,0.05416666666666667,0.0125,0.0,0.004166666666666667,0.0125,0.0125,0.008333333333333333,0.8083333333333333,0.43333333333333335,1.7625,3.775,0.17916666666666667,1.0625,6.004166666666666,9.420833333333333,0.25416666666666665,6.483333333333333,0.575,4.670833333333333,2.5375,3.0458333333333334,1.475,0.5458333333333333,240
E-liter 4K,Ink Mine,Wave Breaker,Charger,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/1/10/S3_Weapon_Main_E-liter_4K.png/256px-S3_Weapon_Main_E-liter_4K.png,https://cdn.wikimg.net/en/splatoonwiki/images/9/90/S3_Weapon_Sub_Ink_Mine_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/6/67/S3_Weapon_Special_Wave_Breaker.png/120px-S3_Weapon_Special_Wave_Breaker.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/a/a0/S3_Icon_Charger.png/120px-S3_Icon_Charger.png,210.0,0.0041841004184100415,0.5815899581589958,0.008368200836820083,0.7238493723849372,0.016736401673640166,0.012552301255230125,0.0,0.5774058577405857,0.016736401673640166,0.05439330543933055,0.012552301255230125,0.4686192468619247,5.99163179916318,0.4476987447698745,2.1380753138075312,1.3389121338912133,9.552301255230125,0.14225941422594143,10.523012552301255,0.4811715481171548,0.6485355648535565,2.719665271966527,0.19665271966527198,1.7698744769874477,0.497907949790795,239
E-liter 4K Scope,Ink Mine,Wave Breaker,Charger,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/e/eb/S3_Weapon_Main_E-liter_4K_Scope.png/256px-S3_Weapon_Main_E-liter_4K_Scope.png,https://cdn.wikimg.net/en/splatoonwiki/images/9/90/S3_Weapon_Sub_Ink_Mine_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/6/67/S3_Weapon_Special_Wave_Breaker.png/120px-S3_Weapon_Special_Wave_Breaker.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/a/a0/S3_Icon_Charger.png/120px-S3_Icon_Charger.png,210.0,0.012658227848101266,0.4936708860759494,0.004219409282700422,0.7510548523206751,0.0379746835443038,0.029535864978902954,0.0,0.620253164556962,0.008438818565400843,0.0379746835443038,0.012658227848101266,0.45569620253164556,5.805907172995781,0.45569620253164556,2.4050632911392404,1.130801687763713,9.827004219409282,0.22362869198312235,10.050632911392405,0.41350210970464135,0.5274261603375527,2.6455696202531644,0.48523206751054854,1.7763713080168777,0.7130801687763713,237
Enperry Splat Dualies,Curling Bomb,Triple Splashdown,Dualie,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/4/46/S3_Weapon_Main_Enperry_Splat_Dualies.png/256px-S3_Weapon_Main_Enperry_Splat_Dualies.png,https://cdn.wikimg.net/en/splatoonwiki/images/1/11/S3_Weapon_Sub_Curling_Bomb_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/b/b3/S3_Weapon_Special_Triple_Splashdown.png/120px-S3_Weapon_Special_Triple_Splashdown.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/b/b5/S3_Icon_Dualie.png/120px-S3_Icon_Dualie.png,190.0,0.029411764705882353,0.025210084033613446,0.1092436974789916,0.012605042016806723,0.03361344537815126,0.01680672268907563,0.008403361344537815,0.0,0.037815126050420166,0.819327731092437,0.6764705882352942,2.3949579831932772,4.168067226890757,0.24369747899159663,0.8151260504201681,1.8865546218487395,1.4327731092436975,1.73109243697479,6.705882352941177,0.6302521008403361,1.1512605042016806,2.6218487394957983,13.672268907563025,1.3109243697478992,0.5462184873949579,238
Explosher,Point Sensor,Ink Storm,Slosher,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/d/de/S3_Weapon_Main_Explosher.png/256px-S3_Weapon_Main_Explosher.png,https://cdn.wikimg.net/en/splatoonwiki/images/d/dd/S3_Weapon_Sub_Point_Sensor_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/6/69/S3_Weapon_Special_Ink_Storm.png/120px-S3_Weapon_Special_Ink_Storm.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/2/2f/S3_Icon_Slosher.png/120px-S3_Icon_Slosher.png,200.0,0.00847457627118644,0.4661016949152542,0.0,0.01694915254237288,0.00847457627118644,0.012711864406779662,0.01694915254237288,0.01694915254237288,0.00847457627118644,0.3220338983050847,0.03389830508474576,1.521186440677966,3.5211864406779663,0.3940677966101695,2.9364406779661016,2.7415254237288136,18.588983050847457,0.08898305084745763,10.135593220338983,0.3728813559322034,0.461864406779661,3.6186440677966103,0.711864406779661,1.7796610169491525,1.0169491525423728,236
Flingza Roller,Ink Mine,Tenta Missiles,Roller,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/d/d2/S3_Weapon_Main_Flingza_Roller.png/256px-S3_Weapon_Main_Flingza_Roller.png,https://cdn.wikimg.net/en/splatoonwiki/images/9/90/S3_Weapon_Sub_Ink_Mine_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/3/3b/S3_Weapon_Special_Tenta_Missiles.png/120px-S3_Weapon_Special_Tenta_Missiles.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/f/fb/S3_Icon_Roller.png/120px-S3_Icon_Roller.png,210.0,0.008583690987124463,0.4721030042918455,0.26609442060085836,0.008583690987124463,0.008583690987124463,0.03862660944206009,0.017167381974248927,0.012875536480686695,0.02575107296137339,0.43776824034334766,0.0815450643776824,1.8841201716738198,3.2489270386266096,0.7854077253218884,2.218884120171674,13.562231759656653,6.875536480686695,0.03862660944206009,6.090128755364807,0.5150214592274678,3.0643776824034337,2.128755364806867,0.7553648068669528,1.4206008583690988,0.6351931330472103,233
Foil Flingza Roller,Suction Bomb,Splattercolor Screen,Roller,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/8/8c/S3_Weapon_Main_Foil_Flingza_Roller.png/256px-S3_Weapon_Main_Foil_Flingza_Roller.png,https://cdn.wikimg.net/en/splatoonwiki/images/f/f2/S3_Weapon_Sub_Suction_Bomb_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/5/5c/S3_Weapon_Special_Splattercolor_Screen.png/120px-S3_Weapon_Special_Splattercolor_Screen.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/f/fb/S3_Icon_Roller.png/120px-S3_Icon_Roller.png,200.0,0.0,0.5087719298245614,0.5087719298245614,0.008771929824561403,0.008771929824561403,0.0,0.008771929824561403,0.017543859649122806,0.0,0.6754385964912281,0.21052631578947367,2.3421052631578947,3.3333333333333335,1.087719298245614,1.3421052631578947,4.368421052631579,5.140350877192983,0.02631578947368421,9.728070175438596,4.535087719298246,0.6403508771929824,2.4298245614035086,0.6842105263157895,1.763157894736842,0.10526315789473684,114
Foil Squeezer,Autobomb,Splattercolor Screen,Shooter,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/4/49/S3_Weapon_Main_Foil_Squeezer.png/256px-S3_Weapon_Main_Foil_Squeezer.png,https://cdn.wikimg.net/en/splatoonwiki/images/6/6d/S3_Weapon_Sub_Autobomb_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/5/5c/S3_Weapon_Special_Splattercolor_Screen.png/120px-S3_Weapon_Special_Splattercolor_Screen.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/c/c8/S3_Icon_Shooter.png/120px-S3_Icon_Shooter.png,190.0,0.075,0.125,0.0,0.0,0.0,0.004166666666666667,0.1,0.004166666666666667,0.0,0.975,0.4,1.6,3.775,0.075,1.2041666666666666,1.55,1.7,0.075,11.504166666666666,0.5166666666666667,0.3875,4.179166666666666,1.5041666666666667,1.6875,10.408333333333333,240
Forge Splattershot Pro,Suction Bomb,Booyah Bomb,Shooter,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/d/d8/S3_Weapon_Main_Forge_Splattershot_Pro.png/256px-S3_Weapon_Main_Forge_Splattershot_Pro.png,https://cdn.wikimg.net/en/splatoonwiki/images/f/f2/S3_Weapon_Sub_Suction_Bomb_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/0/00/S3_Weapon_Special_Booyah_Bomb.png/120px-S3_Weapon_Special_Booyah_Bomb.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/c/c8/S3_Icon_Shooter.png/120px-S3_Icon_Shooter.png,200.0,0.01680672268907563,0.35294117647058826,0.029411764705882353,0.0,0.004201680672268907,0.008403361344537815,0.02100840336134454,0.01680672268907563,0.025210084033613446,0.8235294117647058,0.42016806722689076,1.8907563025210083,3.042016806722689,0.2815126050420168,1.2521008403361344,5.722689075630252,4.680672268907563,5.621848739495798,8.731092436974789,0.819327731092437,0.6218487394957983,2.8823529411764706,1.0714285714285714,1.8235294117647058,1.3739495798319328,238
