Weapon_Name,Sub_Weapon,Special_Weapon,Class,Weapon_Img,Sub_Img,Special_Img,Class_Img,Special_Points,Tenacity,Stealth Jump,Ninja Squid,Haunt,Last-Ditch Effort,Respawn Punisher,Opening Gambit,Object Shredder,Comeback,Drop Roller,Thermal Ink,Run Speed Up,Ink Resistance Up,Special Power Up,Ink Saver (Main),Sub Resistance Up,Quick Respawn,Special Charge Up,Ink Saver (Sub),Ink Recovery Up,Sub Power Up,Quick Super Jump,Swim Speed Up,Special Saver,Intensify Action,Build_Count
Colorz Aerospray,Burst Bomb,Splattercolor Screen,Shooter,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/a/a2/S3_Weapon_Main_Colorz_Aerospray.png/256px-S3_Weapon_Main_Colorz_Aerospray.png,https://cdn.wikimg.net/en/splatoonwiki/images/3/3a/S3_Weapon_Sub_Burst_Bomb_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/5/5c/S3_Weapon_Special_Splattercolor_Screen.png/120px-S3_Weapon_Special_Splattercolor_Screen.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/c/c8/S3_Icon_Shooter.png/120px-S3_Icon_Shooter.png,180.0,0.0,0.6923076923076923,0.3076923076923077,0.0,0.46153846153846156,0.0,0.0,0.07692307692307693,0.15384615384615385,0.0,0.0,1.6153846153846154,2.3076923076923075,1.6153846153846154,1.2307692307692308,1.3846153846153846,1.2307692307692308,9.23076923076923,2.8461538461538463,0.23076923076923078,2.769230769230769,3.5384615384615383,9.692307692307692,1.3846153846153846,1.0,13
Cometz Octobrush,Autobomb,Kraken Royale,Brush,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/5/5d/S3_Weapon_Main_Cometz_Octobrush.png/256px-S3_Weapon_Main_Cometz_Octobrush.png,https://cdn.wikimg.net/en/splatoonwiki/images/6/6d/S3_Weapon_Sub_Autobomb_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/c/c1/S3_Weapon_Special_Kraken_Royale.png/120px-S3_Weapon_Special_Kraken_Royale.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/7/77/S3_Icon_Brush.png/120px-S3_Icon_Brush.png,200.0,0.02127659574468085,1.0,0.6170212765957447,0.0,0.02127659574468085,0.0,0.0,0.0,0.46808510638297873,0.0,0.0,0.06382978723404255,2.74468085106383,4.425531914893617,1.0851063829787233,2.234042553191489,4.574468085106383,2.74468085106383,1.0638297872340425,0.2553191489361702,0.0,4.170212765957447,10.063829787234043,2.1702127659574466,0.1276595744680851,47
Custom Blaster,Point Sensor,Triple Splashdown,Blaster,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/4/44/S3_Weapon_Main_Custom_Blaster.png/256px-S3_Weapon_Main_Custom_Blaster.png,https://cdn.wikimg.net/en/splatoonwiki/images/d/dd/S3_Weapon_Sub_Point_Sensor_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/b/b3/S3_Weapon_Special_Triple_Splashdown.png/120px-S3_Weapon_Special_Triple_Splashdown.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/5/5b/S3_Icon_Blaster.png/120px-S3_Icon_Blaster.png,180.0,0.008403361344537815,0.8697478991596639,0.04201680672268908,0.02100840336134454,0.01680672268907563,0.004201680672268907,0.12605042016806722,0.004201680672268907,0.6302521008403361,0.008403361344537815,0.0,0.3067226890756303,2.6848739495798317,0.37815126050420167,1.1722689075630253,1.403361344537815,13.794117647058824,1.1092436974789917,0.3739495798319328,0.5966386554621849,0.6050420168067226,4.256302521008403,5.373949579831932,2.23109243697479,5.4033613445378155,238
Custom Douser Dualies FF,Burst Bomb,Triple Inkstrike,Dualie,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/f/f6/S3_Weapon_Main_Custom_Douser_Dualies_FF.png/256px-S3_Weapon_Main_Custom_Douser_Dualies_FF.png,https://cdn.wikimg.net/en/splatoonwiki/images/3/3a/S3_Weapon_Sub_Burst_Bomb_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/3/3a/S3_Weapon_Special_Triple_Inkstrike.png/120px-S3_Weapon_Special_Triple_Inkstrike.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/b/b5/S3_Icon_Dualie.png/120px-S3_Icon_Dualie.png,200.0,0.0,0.8571428571428571,0.008403361344537815,0.008403361344537815,0.42857142857142855,0.0,0.012605042016806723,0.012605042016806723,0.3697478991596639,0.008403361344537815,0.037815126050420166,7.61344537815126,2.726890756302521,0.27310924369747897,3.5126050420168067,0.8109243697478992,1.2521008403361344,3.5546218487394956,1.1176470588235294,1.1512605042016806,4.722689075630252,3.226890756302521,4.38655462184874,2.033613445378151,3.180672268907563,238
Custom Dualie Squelchers,Squid Beakon,Super Chump,Dualie,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/9/9d/S3_Weapon_Main_Custom_Dualie_Squelchers.png/256px-S3_Weapon_Main_Custom_Dualie_Squelchers.png,https://cdn.wikimg.net/en/splatoonwiki/images/f/f1/S3_Weapon_Sub_Squid_Beakon_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/8/8c/S3_Weapon_Special_Super_Chump.png/120px-S3_Weapon_Special_Super_Chump.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/b/b5/S3_Icon_Dualie.png/120px-S3_Icon_Dualie.png,210.0,0.0041841004184100415,0.8870292887029289,0.0041841004184100415,0.008368200836820083,0.1087866108786611,0.0,0.02510460251046025,0.008368200836820083,0.7489539748953975,0.0041841004184100415,0.02092050209205021,0.20920502092050208,2.782426778242678,0.21338912133891214,4.7656903765690375,1.2594142259414225,7.121338912133891,1.3682008368200838,0.24267782426778242,0.5815899581589958,5.422594142259414,3.8870292887029287,5.606694560669456,0.99581589958159,4.343096234309623,239
Custom E-liter 4K,Squid Beakon,Kraken Royale,Charger,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/e/e6/S3_Weapon_Main_Custom_E-liter_4K.png/256px-S3_Weapon_Main_Custom_E-liter_4K.png,https://cdn.wikimg.net/en/splatoonwiki/images/f/f1/S3_Weapon_Sub_Squid_Beakon_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/c/c1/S3_Weapon_Special_Kraken_Royale.png/120px-S3_Weapon_Special_Kraken_Royale.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/a/a0/S3_Icon_Charger.png/120px-S3_Icon_Charger.png,210.0,0.0041841004184100415,0.058577405857740586,0.0,0.012552301255230125,0.24267782426778242,0.3723849372384937,0.0041841004184100415,0.3263598326359833,0.008368200836820083,0.008368200836820083,0.0041841004184100415,0.6108786610878661,2.3347280334728033,6.548117154811716,8.815899581589958,1.292887029288703,0.36401673640167365,1.2426778242677825,0.3891213389121339,1.707112970711297,7.01255230125523,6.179916317991632,9.410041841004183,0.5062761506276151,0.16736401673640167,239
Custom E-liter 4K Scope,Squid Beakon,Kraken Royale,Charger,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/7/7c/S3_Weapon_Main_Custom_E-liter_4K_Scope.png/256px-S3_Weapon_Main_Custom_E-liter_4K_Scope.png,https://cdn.wikimg.net/en/splatoonwiki/images/f/f1/S3_Weapon_Sub_Squid_Beakon_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/c/c1/S3_Weapon_Special_Kraken_Royale.png/120px-S3_Weapon_Special_Kraken_Royale.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/a/a0/S3_Icon_Charger.png/120px-S3_Icon_Charger.png,210.0,0.02109704641350211,0.02109704641350211,0.0,0.016877637130801686,0.25738396624472576,0.33755274261603374,0.0,0.38396624472573837,0.008438818565400843,0.008438818565400843,0.004219409282700422,0.5907172995780591,2.3037974683544302,6.936708860759493,8.620253164556962,1.130801687763713,0.3037974683544304,1.3628691983122363,0.459915611814346,1.780590717299578,6.890295358649789,5.7974683544303796,9.405063291139241,0.5738396624472574,0.25316455696202533,237
Custom Explosher,Splash Wall,Triple Splashdown,Slosher,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/6/6e/S3_Weapon_Main_Custom_Explosher.png/256px-S3_Weapon_Main_Custom_Explosher.png,https://cdn.wikimg.net/en/splatoonwiki/images/e/e8/S3_Weapon_Sub_Splash_Wall_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/b/b3/S3_Weapon_Special_Triple_Splashdown.png/120px-S3_Weapon_Special_Triple_Splashdown.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/2/2f/S3_Icon_Slosher.png/120px-S3_Icon_Slosher.png,200.0,0.008403361344537815,0.542016806722689,0.004201680672268907,0.008403361344537815,0.4789915966386555,0.012605042016806723,0.004201680672268907,0.01680672268907563,0.11764705882352941,0.004201680672268907,0.02100840336134454,0.5756302521008403,2.735294117647059,0.7941176470588235,14.563025210084033,1.6932773109243697,2.3151260504201683,3.008403361344538,0.3697478991596639,2.5714285714285716,0.13865546218487396,3.8403361344537816,10.050420168067227,2.096638655462185,0.06302521008403361,238
Custom Goo Tuber,Fizzy Bomb,Ultra Stamp,Charger,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/9/91/S3_Weapon_Main_Custom_Goo_Tuber.png/256px-S3_Weapon_Main_Custom_Goo_Tuber.png,https://cdn.wikimg.net/en/splatoonwiki/images/c/c4/S3_Weapon_Sub_Fizzy_Bomb_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/7/70/S3_Weapon_Special_Ultra_Stamp.png/120px-S3_Weapon_Special_Ultra_Stamp.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/a/a0/S3_Icon_Charger.png/120px-S3_Icon_Charger.png,200.0,0.008771929824561403,0.6052631578947368,0.017543859649122806,0.02631578947368421,0.42105263157894735,0.03508771929824561,0.0,0.06140350877192982,0.18421052631578946,0.02631578947368421,0.0,1.368421052631579,2.5,1.2456140350877194,3.245614035087719,1.8245614035087718,2.6842105263157894,3.754385964912281,5.043859649122807,2.0701754385964914,0.9824561403508771,4.56140350877193,10.37719298245614,2.5526315789473686,0.9298245614035088,114
Custom Hydra Splatling,Ink Mine,Splattercolor Screen,Splatling,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/f/f6/S3_Weapon_Main_Custom_Hydra_Splatling.png/256px-S3_Weapon_Main_Custom_Hydra_Splatling.png,https://cdn.wikimg.net/en/splatoonwiki/images/9/90/S3_Weapon_Sub_Ink_Mine_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/5/5c/S3_Weapon_Special_Splattercolor_Screen.png/120px-S3_Weapon_Special_Splattercolor_Screen.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/a/af/S3_Icon_Splatling.png/120px-S3_Icon_Splatling.png,200.0,0.055248618784530384,0.10497237569060773,0.0055248618784530384,0.0,0.049723756906077346,0.11049723756906077,0.016574585635359115,0.281767955801105,0.011049723756906077,0.011049723756906077,0.1712707182320442,23.569060773480665,4.668508287292818,0.5524861878453039,1.7513812154696133,1.4806629834254144,0.13812154696132597,1.3591160220994476,0.5359116022099447,0.569060773480663,0.46408839779005523,3.5193370165745854,6.475138121546961,0.5193370165745856,3.2209944751381214,181
Custom Jet Squelcher,Toxic Mist,Ink Storm,Shooter,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/e/ed/S3_Weapon_Main_Custom_Jet_Squelcher.png/256px-S3_Weapon_Main_Custom_Jet_Squelcher.png,https://cdn.wikimg.net/en/splatoonwiki/images/6/6f/S3_Weapon_Sub_Toxic_Mist_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/6/69/S3_Weapon_Special_Ink_Storm.png/120px-S3_Weapon_Special_Ink_Storm.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/c/c8/S3_Icon_Shooter.png/120px-S3_Icon_Shooter.png,180.0,0.05042016806722689,0.19327731092436976,0.012605042016806723,0.004201680672268907,0.5210084033613446,0.025210084033613446,0.02100840336134454,0.3697478991596639,0.025210084033613446,0.012605042016806723,0.12184873949579832,3.042016806722689,2.4705882352941178,0.9369747899159664,4.852941176470588,1.550420168067227,0.5168067226890757,8.331932773109244,2.2857142857142856,2.722689075630252,0.9831932773109243,2.7016806722689077,6.176470588235294,1.3487394957983194,5.508403361344538,238
Custom Range Blaster,Splat Bomb,Kraken Royale,Blaster,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/c/ce/S3_Weapon_Main_Custom_Range_Blaster.png/256px-S3_Weapon_Main_Custom_Range_Blaster.png,https://cdn.wikimg.net/en/splatoonwiki/images/8/81/S3_Weapon_Sub_Splat_Bomb_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/c/c1/S3_Weapon_Special_Kraken_Royale.png/120px-S3_Weapon_Special_Kraken_Royale.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/5/5b/S3_Icon_Blaster.png/120px-S3_Icon_Blaster.png,210.0,0.0,0.9201680672268907,0.004201680672268907,0.0,0.029411764705882353,0.008403361344537815,0.06302521008403361,0.0,0.7310924369747899,0.004201680672268907,0.0,0.12605042016806722,2.735294117647059,0.8865546218487395,1.2563025210084033,1.7436974789915967,13.495798319327731,0.3907563025210084,0.47058823529411764,0.4831932773109244,0.10084033613445378,4.264705882352941,2.6260504201680672,1.4369747899159664,9.378151260504202,238
Custom Splattershot Jr.,Torpedo,Wave Breaker,Shooter,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/d/df/S3_Weapon_Main_Custom_Splattershot_Jr..png/256px-S3_Weapon_Main_Custom_Splattershot_Jr..png,https://cdn.wikimg.net/en/splatoonwiki/images/0/06/S3_Weapon_Sub_Torpedo_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/6/67/S3_Weapon_Special_Wave_Breaker.png/120px-S3_Weapon_Special_Wave_Breaker.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/c/c8/S3_Icon_Shooter.png/120px-S3_Icon_Shooter.png,190.0,0.013215859030837005,0.4008810572687225,0.07488986784140969,0.00881057268722467,0.5242290748898678,0.00881057268722467,0.01762114537444934,0.04405286343612335,0.05286343612334802,0.013215859030837005,0.004405286343612335,0.7444933920704846,1.9559471365638768,2.753303964757709,1.0,1.52863436123348,1.4008810572687225,6.973568281938326,11.28193832599119,2.8193832599118944,3.3480176211453743,2.7136563876651985,6.145374449339207,1.9295154185022025,0.775330396475771,227
Custom Wellstring V,Point Sensor,Wave Breaker,Stringer,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/4/40/S3_Weapon_Main_Custom_Wellstring_V.png/256px-S3_Weapon_Main_Custom_Wellstring_V.png,https://cdn.wikimg.net/en/splatoonwiki/images/d/dd/S3_Weapon_Sub_Point_Sensor_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/6/67/S3_Weapon_Special_Wave_Breaker.png/120px-S3_Weapon_Special_Wave_Breaker.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/6/60/S3_Icon_Stringer.png/120px-S3_Icon_Stringer.png,200.0,0.004166666666666667,0.37083333333333335,0.004166666666666667,0.008333333333333333,0.6958333333333333,0.016666666666666666,0.025,0.4,0.03333333333333333,0.008333333333333333,0.1,7.558333333333334,2.95,1.7958333333333334,4.529166666666667,1.7125,0.6583333333333333,1.8666666666666667,0.6375,1.2208333333333334,4.533333333333333,3.504166666666667,8.05,1.0708333333333333,0.24583333333333332,240
Dapple Dualies,Squid Beakon,Tacticooler,Dualie,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/5/54/S3_Weapon_Main_Dapple_Dualies.png/256px-S3_Weapon_Main_Dapple_Dualies.png,https://cdn.wikimg.net/en/splatoonwiki/images/f/f1/S3_Weapon_Sub_Squid_Beakon_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/c/c0/S3_Weapon_Special_Tacticooler.png/120px-S3_Weapon_Special_Tacticooler.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/b/b5/S3_Icon_Dualie.png/120px-S3_Icon_Dualie.png,170.0,0.02575107296137339,0.6652360515021459,0.07296137339055794,0.008583690987124463,0.02575107296137339,0.030042918454935622,0.02145922746781116,0.09012875536480687,0.5493562231759657,0.012875536480686695,0.0,0.6094420600858369,2.060085836909871,5.296137339055794,0.630901287553648,1.0686695278969958,5.570815450643777,5.918454935622318,0.5450643776824035,0.5450643776824035,8.107296137339056,3.1931330472103006,4.755364806866953,3.0429184549356223,0.6351931330472103,233
Dapple Dualies NOC-T,Splat Bomb,Killer Wail 5.1,Dualie,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/7/79/S3_Weapon_Main_Dapple_Dualies_NOC-T.png/256px-S3_Weapon_Main_Dapple_Dualies_NOC-T.png,https://cdn.wikimg.net/en/splatoonwiki/images/8/81/S3_Weapon_Sub_Splat_Bomb_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/1/1a/S3_Weapon_Special_Killer_Wail_5.1.png/120px-S3_Weapon_Special_Killer_Wail_5.1.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/b/b5/S3_Icon_Dualie.png/120px-S3_Icon_Dualie.png,190.0,0.0,1.0,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,2.6,0.4666666666666667,0.06666666666666667,1.9333333333333333,16.733333333333334,0.5333333333333333,2.511111111111111,0.2,0.13333333333333333,4.622222222222222,5.4222222222222225,1.8,0.8666666666666667,45
Dapple Dualies Nouveau,Torpedo,Reefslider,Dualie,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/e/e1/S3_Weapon_Main_Dapple_Dualies_Nouveau.png/256px-S3_Weapon_Main_Dapple_Dualies_Nouveau.png,https://cdn.wikimg.net/en/splatoonwiki/images/0/06/S3_Weapon_Sub_Torpedo_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/1/10/S3_Weapon_Special_Reefslider.png/120px-S3_Weapon_Special_Reefslider.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/b/b5/S3_Icon_Dualie.png/120px-S3_Icon_Dualie.png,190.0,0.004201680672268907,0.8907563025210085,0.05042016806722689,0.029411764705882353,0.02100840336134454,0.008403361344537815,0.025210084033613446,0.029411764705882353,0.7016806722689075,0.025210084033613446,0.004201680672268907,0.48739495798319327,2.3445378151260505,2.8151260504201683,0.7647058823529411,1.3865546218487395,14.432773109243698,0.4411764705882353,1.2521008403361344,0.4369747899159664,0.18907563025210083,4.701680672268908,6.815126050420168,2.0840336134453783,0.9495798319327731,238
Dark Tetra Dualies,Autobomb,Reefslider,Dualie,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/c/c9/S3_Weapon_Main_Dark_Tetra_Dualies.png/256px-S3_Weapon_Main_Dark_Tetra_Dualies.png,https://cdn.wikimg.net/en/splatoonwiki/images/6/6d/S3_Weapon_Sub_Autobomb_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/1/10/S3_Weapon_Special_Reefslider.png/120px-S3_Weapon_Special_Reefslider.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/b/b5/S3_Icon_Dualie.png/120px-S3_Icon_Dualie.png,200.0,0.008403361344537815,0.9789915966386554,0.03361344537815126,0.09663865546218488,0.004201680672268907,0.0,0.008403361344537815,0.0,0.31512605042016806,0.0,0.004201680672268907,0.09243697478991597,1.726890756302521,2.369747899159664,0.47058823529411764,1.0336134453781514,27.865546218487395,0.24789915966386555,0.29411764705882354,0.13025210084033614,0.05042016806722689,5.163865546218488,1.504201680672269,1.361344537815126,0.19327731092436976,238
Douser Dualies FF,Ink Mine,Killer Wail 5.1,Dualie,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/2/2c/S3_Weapon_Main_Douser_Dualies_FF.png/256px-S3_Weapon_Main_Douser_Dualies_FF.png,https://cdn.wikimg.net/en/splatoonwiki/images/9/90/S3_Weapon_Sub_Ink_Mine_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/1/1a/S3_Weapon_Special_Killer_Wail_5.1.png/120px-S3_Weapon_Special_Killer_Wail_5.1.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/b/b5/S3_Icon_Dualie.png/120px-S3_Icon_Dualie.png,190.0,0.017167381974248927,0.8540772532188842,0.0,0.012875536480686695,0.06866952789699571,0.0,0.03862660944206009,0.02575107296137339,0.5493562231759657,0.004291845493562232,0.030042918454935622,8.815450643776824,2.8412017167381975,0.6266094420600858,5.081545064377682,1.0214592274678111,2.313304721030043,3.390557939914163,0.33476394849785407,0.8497854077253219,0.8583690987124464,3.369098712446352,5.278969957081545,2.1587982832618025,4.051502145922747,233
Dread Wringer,Suction Bomb,Reefslider,Slosher,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/6/6c/S3_Weapon_Main_Dread_Wringer.png/256px-S3_Weapon_Main_Dread_Wringer.png,https://cdn.wikimg.net/en/splatoonwiki/images/f/f2/S3_Weapon_Sub_Suction_Bomb_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/1/10/S3_Weapon_Special_Reefslider.png/120px-S3_Weapon_Special_Reefslider.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/2/2f/S3_Icon_Slosher.png/120px-S3_Icon_Slosher.png,190.0,0.004166666666666667,0.9333333333333333,0.0,0.0,0.5791666666666667,0.0,0.0,0.0,0.32083333333333336,0.008333333333333333,0.004166666666666667,0.05,1.8125,13.645833333333334,3.8958333333333335,2.066666666666667,3.375,1.1875,0.95,0.25,0.0875,4.716666666666667,5.3625,1.05,0.05,240
Dread Wringer D,Squid Beakon,Wave Breaker,Slosher,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/d/d2/S3_Weapon_Main_Dread_Wringer_D.png/256px-S3_Weapon_Main_Dread_Wringer_D.png,https://cdn.wikimg.net/en/splatoonwiki/images/f/f1/S3_Weapon_Sub_Squid_Beakon_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/6/67/S3_Weapon_Special_Wave_Breaker.png/120px-S3_Weapon_Special_Wave_Breaker.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/2/2f/S3_Icon_Slosher.png/120px-S3_Icon_Slosher.png,190.0,0.011428571428571429,0.7771428571428571,0.005714285714285714,0.005714285714285714,0.14285714285714285,0.0,0.011428571428571429,0.011428571428571429,0.44571428571428573,0.022857142857142857,0.022857142857142857,0.36,2.3714285714285714,2.0914285714285716,4.685714285714286,1.582857142857143,5.217142857142857,2.045714285714286,0.8342857142857143,1.6628571428571428,8.28,3.657142857142857,7.771428571428571,1.7085714285714286,0.16,175
Dualie Squelchers,Splat Bomb,Wave Breaker,Dualie,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/5/5a/S3_Weapon_Main_Dualie_Squelchers.png/256px-S3_Weapon_Main_Dualie_Squelchers.png,https://cdn.wikimg.net/en/splatoonwiki/images/8/81/S3_Weapon_Sub_Splat_Bomb_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/6/67/S3_Weapon_Special_Wave_Breaker.png/120px-S3_Weapon_Special_Wave_Breaker.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/b/b5/S3_Icon_Dualie.png/120px-S3_Icon_Dualie.png,200.0,0.0041841004184100415,0.9330543933054394,0.0,0.016736401673640166,0.1589958158995816,0.0,0.14644351464435146,0.008368200836820083,0.6234309623430963,0.016736401673640166,0.06276150627615062,0.48535564853556484,2.8953974895397487,0.16736401673640167,4.543933054393306,1.4560669456066946,10.887029288702928,0.2175732217573222,0.7196652719665272,0.4100418410041841,0.2301255230125523,4.682008368200837,4.928870292887029,0.6903765690376569,4.97907949790795,239
Dynamo Roller,Sprinkler,Tacticooler,Roller,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/5/5e/S3_Weapon_Main_Dynamo_Roller.png/256px-S3_Weapon_Main_Dynamo_Roller.png,https://cdn.wikimg.net/en/splatoonwiki/images/d/de/S3_Weapon_Sub_Sprinkler_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/c/c0/S3_Weapon_Special_Tacticooler.png/120px-S3_Weapon_Special_Tacticooler.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/f/fb/S3_Icon_Roller.png/120px-S3_Icon_Roller.png,190.0,0.0,0.8583333333333333,0.05416666666666667,0.004166666666666667,0.19166666666666668,0.0125,0.0125,0.008333333333333333,0.4125,0.0,0.0125,0.36666666666666664,2.7708333333333335,4.3375,9.491666666666667,1.7583333333333333,2.970833333333333,5.529166666666667,0.32916666666666666,0.975,0.1125,4.175,6.441666666666666,1.8083333333333333,0.26666666666666666,240
E-liter 4K,Ink Mine,Wave Breaker,Charger,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/1/10/S3_Weapon_Main_E-liter_4K.png/256px-S3_Weapon_Main_E-liter_4K.png,https://cdn.wikimg.net/en/splatoonwiki/images/9/90/S3_Weapon_Sub_Ink_Mine_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/6/67/S3_Weapon_Special_Wave_Breaker.png/120px-S3_Weapon_Special_Wave_Breaker.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/a/a0/S3_Icon_Charger.png/120px-S3_Icon_Charger.png,210.0,0.016666666666666666,0.05416666666666667,0.008333333333333333,0.0125,0.5583333333333333,0.7416666666666667,0.0,0.5875,0.008333333333333333,0.0125,0.0,0.5125,2.7416666666666667,0.5875,9.4125,1.875,0.37916666666666665,1.2416666666666667,0.4791666666666667,2.2666666666666666,0.43333333333333335,6.125,10.3125,0.45416666666666666,0.17916666666666667,240
E-liter 4K Scope,Ink Mine,Wave Breaker,Charger,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/e/eb/S3_Weapon_Main_E-liter_4K_Scope.png/256px-S3_Weapon_Main_E-liter_4K_Scope.png,https://cdn.wikimg.net/en/splatoonwiki/images/9/90/S3_Weapon_Sub_Ink_Mine_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/6/67/S3_Weapon_Special_Wave_Breaker.png/120px-S3_Weapon_Special_Wave_Breaker.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/a/a0/S3_Icon_Charger.png/120px-S3_Icon_Charger.png,210.0,0.0379746835443038,0.029535864978902954,0.004219409282700422,0.03375527426160337,0.4810126582278481,0.7805907172995781,0.012658227848101266,0.6329113924050633,0.012658227848101266,0.008438818565400843,0.0,0.5907172995780591,2.6371308016877637,0.5316455696202531,9.751054852320674,1.9240506329113924,0.5358649789029536,0.9662447257383966,0.3333333333333333,2.160337552742616,0.5189873417721519,5.987341772151899,10.054852320675106,0.379746835443038,0.2911392405063291,237
Enperry Splat Dualies,Curling Bomb,Triple Splashdown,Dualie,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/4/46/S3_Weapon_Main_Enperry_Splat_Dualies.png/256px-S3_Weapon_Main_Enperry_Splat_Dualies.png,https://cdn.wikimg.net/en/splatoonwiki/images/1/11/S3_Weapon_Sub_Curling_Bomb_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/b/b3/S3_Weapon_Special_Triple_Splashdown.png/120px-S3_Weapon_Special_Triple_Splashdown.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/b/b5/S3_Icon_Dualie.png/120px-S3_Icon_Dualie.png,190.0,0.02100840336134454,0.819327731092437,0.10504201680672269,0.037815126050420166,0.025210084033613446,0.012605042016806723,0.029411764705882353,0.0,0.680672268907563,0.029411764705882353,0.008403361344537815,0.453781512605042,2.5714285714285716,1.1302521008403361,1.3403361344537814,1.361344537815126,13.394957983193278,2.0294117647058822,0.5966386554621849,0.8697478991596639,0.18907563025210083,4.382352941176471,6.785714285714286,2.533613445378151,1.6722689075630253,238
